"BIOSTAT 251","11195","5280","0","0","0","1","1"
"CHNSLIT 245r","11196","0321","0","0","1","1","0"
"SOCIOL 179","11197","3962","3","19","38","0","0"
"FRSEMR 31j","11204","9760","1","1","3","0","0"
"GERMAN 61","11205","5179","0","1","9","2","1"
"ECON 1816","11206","2483","0","8","29","16","2"
"VES 104","11213","1066","0","3","7","0","0"
"BCMP 218","11222","2049","2","1","3","0","0"
"HIST 1629","11225","14917","0","0","5","5","0"
"ENGLISH Ctr","11226","7175","0","0","3","1","0"
"FRENCH Ax","11227","2763","0","1","7","2","0"
"GERMAN Bab","11230","8629","1","2","11","1","0"
"PHYSICS 15a","11231","1984","0","1","23","38","22"
"EXPOS 20","11234","5518","1","7","250","202","42"
"MATH 21a","11237","6760","0","10","48","64","29"
"AKKAD 120","11239","3724","0","0","2","2","0"
"YORUBA A","11247","0029","1","0","2","0","0"
"PSY 2480","11254","4335","1","0","6","0","0"
"MCB 129","11257","8956","0","3","13","2","2"
"MUSIC 218r","11259","0774","0","0","5","1","0"
"ECON 2142","11260","4414","0","0","0","1","1"
"COMPSCI 165","11265","0560","0","3","6","1","0"
"OEB 59","11267","5281","2","4","2","0","0"
"VES 166","11270","5873","0","0","3","1","0"
"GOV 2030","11271","0551","0","1","4","1","0"
"IMUNOL 201","11274","8337","0","0","6","4","1"
"RELIGION 2001","11275","0644","0","0","1","0","0"
"PHYSICS 143b","11276","0253","0","0","2","3","2"
"ARABIC 130a","11278","4591","0","2","1","0","0"
"MOD-HEB 120a","11279","1711","0","2","6","2","0"
"MED-SCI 250ab","11280","6946","0","0","1","0","1"
"ECON 2390b","11281","2990","0","0","0","4","0"
"CHNSE 130a","11282","6724","0","3","14","14","2"
"JAPAN 120a","11283","8152","0","1","4","9","4"
"KOREAN Ba","11284","8739","0","0","8","2","0"
"LATIN Aa","11286","4759","0","0","4","4","1"
"COMPLIT 299ar","11287","2431","0","0","1","8","0"
"CHEM 160","11288","3420","0","2","7","11","4"
"VES 153ar","11289","5211","0","0","0","3","1"
"SLAVIC 111","11293","1594","0","2","2","1","0"
"VES 150ar","11294","4692","0","0","5","2","0"
"LATIN H","11296","3814","0","0","2","3","0"
"FRSEMR 44g","11297","1032","2","1","3","0","0"
"MCB 111","11298","6444","0","0","3","6","0"
"ENG-SCI 51","11299","0322","0","5","7","6","0"
"COMPSCI 153","11302","2842","0","1","0","6","0"
"TURKISH 125a","11305","2947","0","0","4","1","0"
"MUSIC 208r","11306","2232","0","0","3","1","0"
"MATH 101","11307","8066","0","0","9","9","8"
"FRSEMR 24e","11309","3573","1","1","4","0","0"
"FRENCH 70c","11317","6432","4","5","5","0","0"
"ANTHRO 1090","11320","8716","0","1","4","2","0"
"ECON 1530","11322","2269","0","3","28","14","4"
"MUSIC 207r","11323","2149","0","0","0","4","1"
"GOV 1540","11328","4925","0","5","40","17","5"
"HIST 1878a","11331","5471","0","1","3","0","0"
"GOV 2227","11332","8307","0","1","0","1","0"
"HAA 272w","11336","6119","0","0","0","1","1"
"PHYSICS 141","11337","1284","1","0","4","0","1"
"GREEK Ac","11346","8283","0","0","1","4","0"
"ENG-SCI 221","11352","8223","0","0","4","1","0"
"SPANSH 281r","11354","9785","0","0","1","1","0"
"OEB 10","11360","7967","4","18","22","7","2"
"ASTRON 301hf","11362","5224","7","1","0","0","0"
"ENGLISH 350","11363","8208","2","2","0","0","0"
"HLTHPOL 3002","11364","3528","0","0","1","0","0"
"HLTHPOL 3040hf","11365","8870","0","3","1","0","1"
"AFRAMER 301","11367","3120","0","0","3","2","0"
"CELLBIO 300","11371","5825","0","1","2","0","0"
"IMUNOL 300","11372","4739","1","1","1","0","0"
"OEB 399","11373","0764","4","1","1","0","0"
"SOCIOL 303a","11376","5636","2","0","0","2","0"
"IMUNOL 301","11377","4971","0","0","4","0","0"
"CHNSE 120b","12458","1702","0","3","5","10","1"
"MATH 1a","12459","8434","0","2","8","1","0"
"CHEM 20","12461","0876","0","0","4","24","20"
"CHEM 135","12462","3406","0","9","11","2","2"
"ECON 1017","12465","1197","22","34","26","4","1"
"KOREAN 130b","12468","2662","0","0","6","4","0"
"MCB 105","12469","0998","1","10","12","2","0"
"ENG-SCI 96","12470","8461","0","1","6","4","2"
"SLAVIC Dr","12471","1096","0","0","0","1","0"
"ECON 1818","12473","3029","3","7","4","3","0"
"GOV 1092","12476","6197","4","3","11","7","1"
"MEDVLSTD 117","12477","5468","0","0","2","2","1"
"PHYSICS 181","12480","6346","0","1","11","5","3"
"PHYSICS 125","12481","6990","0","5","12","4","0"
"SOCIOL 190","12486","0021","1","16","38","6","1"
"CHEM 161","12488","3575","0","0","2","13","7"
"MCB 199","12489","9072","0","3","4","8","13"
"CHEM 91r","12490","4366","0","0","1","0","1"
"SOCIOL 237","12491","4320","0","1","4","2","0"
"MUSIC 222r","12492","4055","0","0","3","0","0"
"COMPSCI 228","12495","0364","0","0","2","3","4"
"WOMGEN 98r","12502","8094","0","0","4","1","2"
"LATIN Ab","12505","2101","0","0","4","0","0"
"PHIL 156","12507","3410","0","2","13","4","1"
"PSY 2461r","12510","8042","0","1","1","0","0"
"ECON 1460","12512","4540","0","1","0","3","0"
"HIST 1878b","12513","6470","0","2","5","1","0"
"PHYSICS 287br","12516","4555","0","0","3","1","0"
"JAPNHIST 120","12517","4903","0","0","5","1","0"
"ARABIC 131b","12520","0697","0","0","2","7","1"
"OEB 253r","12522","8104","0","2","3","1","0"
"MUSIC 209r","12526","4022","0","0","1","6","2"
"ENG-SCI 230","12527","5718","0","1","5","0","0"
"MATH 144","12532","0690","0","3","3","1","0"
"AFRAMER 131","12533","2589","0","1","7","0","0"
"ENG-SCI 103","12536","9277","0","1","8","0","0"
"BIOSTAT 231","12538","8773","0","0","2","3","1"
"BIOSTAT 233","12539","7804","0","0","3","3","1"
"VIETNAM Bb","12540","9940","0","1","3","1","1"
"LING 251","12541","7038","0","0","3","1","0"
"ENGLISH Clr","12544","6121","0","1","5","0","0"
"HISTSCI 174","12547","1750","0","3","3","0","0"
"MUSIC 193r","12548","3741","0","1","5","1","0"
"NEUROBIO 221","12549","0443","0","1","10","2","0"
"E-PSCI 231","12551","6492","0","0","5","4","1"
"GREEK 201","12553","1968","0","0","0","1","0"
"MODGRK B","12560","8187","0","1","2","1","0"
"PHIL 98hf","12562","5533","0","1","4","1","2"
"SLAVIC A","12564","8014","0","0","5","2","2"
"STAT 104","12568","4582","5","21","31","1","0"
"ENG-SCI 123","12582","8323","0","0","3","12","5"
"ECON 1410","12583","6136","1","4","9","3","1"
"OEB 55","12585","3365","0","1","10","5","3"
"OEB 51","12586","7873","0","4","4","2","0"
"HISTSCI 186","12588","2147","0","2","8","0","0"
"COMPSCI 143","12589","6401","1","0","2","1","0"
"MATH 123","12591","5613","0","1","7","12","4"
"APMTH 21b","12594","5074","1","4","15","6","2"
"E-PSCI 100","12595","0235","0","0","3","3","1"
"E-PSCI 109","12596","2218","2","4","7","0","0"
"ANTHRO 2635","12597","9515","0","0","8","2","0"
"CLAS-HEB 138","12598","4415","0","0","2","3","1"
"BIOPHYS 242r","12599","6011","0","2","10","0","0"
"BCMP 201","12600","5068","0","0","7","3","1"
"ECON 2811","12601","5188","0","4","1","2","0"
"CHNSE 142b","12603","1418","0","1","8","2","2"
"OEB 174r","12604","5199","1","0","6","1","0"
"ENG-SCI 6","12605","2969","0","7","13","3","2"
"ENG-SCI 151","12606","5742","0","0","2","1","2"
"TURKISH 125b","12611","0125","0","0","3","1","0"
